000,134,1.14,0.93,1.32,0.45,-0.37
000,135,1.05,0.77,1.24,0.4,-0.36
000,136,1.02,0.79,1.21,0.41,-0.36
000,137,0.96,0.77,1.15,0.42,-0.36
000,138,0.99,0.85,1.18,0.42,-0.38
000,139,1.04,0.85,1.25,0.42,-0.38
000,140,1.03,0.86,1.25,0.43,-0.38
000,141,1.03,0.87,1.23,0.42,-0.38
000,142,1.03,0.89,1.23,0.43,-0.38
000,143,1.03,0.97,1.24,0.45,-0.39
000,144,0.94,0.88,1.15,0.44,-0.39
000,145,1.02,0.93,1.24,0.44,-0.39
000,146,1.04,1.01,1.25,0.45,-0.39
000,147,1.12,1.11,1.32,0.45,-0.4
000,148,1.16,1.34,1.34,0.46,-0.41
000,149,1.14,1.38,1.33,0.46,-0.41
000,150,1.13,1.22,1.29,0.43,-0.4
000,151,1.08,1.18,1.21,0.38,-0.4
000,152,1.04,1.26,1.21,0.4,-0.4
000,153,1.04,1.2,1.19,0.37,-0.4
000,154,1.04,1.1,1.15,0.35,-0.39
000,155,1.01,1.14,1.2,0.37,-0.4
000,156,1.01,1.19,1.23,0.39,-0.41
000,157,1.01,1.17,1.31,0.44,-0.42
000,158,1.08,1.19,1.35,0.43,-0.42
000,159,1.12,1.29,1.37,0.43,-0.42
000,160,1.12,1.34,1.36,0.41,-0.42
000,161,1.15,1.42,1.35,0.34,-0.42
000,162,1.15,1.2,1.34,0.35,-0.41
000,163,1.11,1.2,1.32,0.38,-0.41
000,164,1.12,1.14,1.34,0.39,-0.4
000,165,1.14,1.16,1.34,0.39,-0.4
000,166,1.23,1.25,1.38,0.4,-0.4
000,167,1.3,1.42,1.43,0.42,-0.41
000,168,1.37,1.85,1.49,0.42,-0.39
000,169,1.32,1.77,1.47,0.45,-0.41
000,170,1.32,1.61,1.47,0.45,-0.42
000,171,1.35,1.83,1.47,0.43,-0.41
000,172,1.36,1.81,1.48,0.43,-0.41
000,173,1.36,1.97,1.48,0.42,-0.4
000,174,1.35,1.96,1.46,0.41,-0.39
000,175,1.3,1.69,1.42,0.42,-0.41
000,176,1.29,1.55,1.39,0.41,-0.4
000,177,1.29,1.49,1.41,0.43,-0.4
000,178,1.23,1.25,1.37,0.4,-0.4
000,179,1.18,1.06,1.33,0.37,-0.38
000,180,1.16,1.03,1.31,0.36,-0.38
000,181,1.04,0.93,1.19,0.34,-0.37
000,182,1.06,1.08,1.24,0.37,-0.4
000,183,1.08,1.28,1.26,0.35,-0.42
000,184,1.09,1.4,1.29,0.37,-0.42
000,185,1.11,1.65,1.38,0.43,-0.43
000,186,1.29,1.83,1.5,0.43,-0.42
000,187,1.35,1.98,1.58,0.39,-0.4
000,188,1.35,1.97,1.63,0.42,-0.4
000,189,1.31,1.63,1.54,0.36,-0.4
000,190,1.29,1.54,1.45,0.34,-0.39
000,191,1.3,1.64,1.44,0.34,-0.39
000,192,1.35,1.69,1.44,0.35,-0.39
000,193,1.34,1.7,1.43,0.41,-0.39
000,194,1.44,1.9,1.53,0.4,-0.37
000,195,1.53,2.24,1.65,0.39,-0.34
000,196,1.47,2.1,1.54,0.36,-0.37
000,197,1.41,1.74,1.4,0.35,-0.38
000,198,1.39,1.75,1.01,0.31,-0.37
000,199,1.3,1.57,1.29,0.35,-0.39
000,200,1.17,1.48,1.22,0.35,-0.4
000,201,1.25,1.62,1.24,0.34,-0.39
000,202,1.28,1.9,1.41,0.38,-0.39
000,203,1.37,1.69,1.38,0.36,-0.38
000,204,1.37,1.86,1.5,0.38,-0.38
001,1,1.39,2.52,2.37,0.48,-0.45
001,2,1.77,2.6,2.5,0.45,-0.47
001,3,1.69,2.39,2.4,0.36,-0.46
001,4,1.33,1.91,2.1,0.32,-0.44
001,5,1.07,1.47,1.7,0.23,-0.41
001,6,0.99,1.23,1.34,0.2,-0.38
001,7,1.09,1.04,1.18,0.18,-0.36
001,8,1.02,0.89,1.09,0.17,-0.33
001,9,1.15,0.91,1.08,0.17,-0.33
001,10,1.03,0.85,0.83,0.12,-0.33
001,11,1.07,0.76,0.74,0.13,-0.32
001,12,1.1,0.69,0.72,0.13,-0.31
001,13,1.07,0.73,0.68,0.11,-0.32
001,14,1.18,0.86,0.72,0.15,-0.33
001,15,1.17,1.05,0.73,0.18,-0.33
001,16,1.28,1.09,0.8,0.21,-0.34
001,17,1.23,1.22,0.92,0.25,-0.35
001,18,1.14,1.28,1.05,0.27,-0.36
001,19,1.01,1.34,1.28,0.21,-0.39
001,20,1.0,1.55,1.55,0.25,-0.41
001,21,1.05,1.85,1.9,0.32,-0.44
001,22,1.03,2.11,2.28,0.37,-0.46
001,23,1.24,2.46,2.66,0.42,-0.48
001,24,1.29,2.62,2.65,0.49,-0.47
001,25,1.46,2.68,2.67,0.48,-0.47
001,26,1.52,2.75,2.76,0.51,-0.48
001,27,1.77,2.73,2.65,0.48,-0.47
001,28,1.56,2.69,2.5,0.41,-0.46
001,29,1.63,2.47,2.33,0.36,-0.45
001,30,1.33,1.81,2.05,0.3,-0.44
001,31,0.96,1.4,1.47,0.24,-0.41
001,32,1.05,1.19,1.34,0.18,-0.38
001,33,1.09,1.06,1.2,0.18,-0.37
001,34,1.12,0.78,1.06,0.13,-0.32
001,35,0.96,0.74,0.9,0.15,-0.32
001,36,1.03,0.76,0.86,0.12,-0.31
001,37,1.04,0.68,0.79,0.09,-0.3
001,38,1.06,0.67,0.79,0.09,-0.28
001,39,1.04,0.67,0.75,0.11,-0.28
001,40,1.17,0.72,0.79,0.16,-0.29
001,41,1.17,0.79,0.8,0.2,-0.31
001,42,0.96,0.95,0.77,0.23,-0.32
001,43,0.96,1.08,0.91,0.24,-0.34
001,44,0.96,1.18,1.04,0.24,-0.36
001,45,0.99,1.36,1.26,0.26,-0.39
001,46,0.91,1.57,1.52,0.32,-0.42
001,47,1.06,1.74,1.95,0.34,-0.44
001,48,1.2,2.14,2.41,0.42,-0.46
001,49,1.24,2.45,2.68,0.5,-0.47
001,50,1.29,2.46,2.86,0.53,-0.47
001,51,1.32,2.57,2.85,0.49,-0.48
001,52,1.47,2.75,2.82,0.5,-0.48
001,53,1.52,2.67,2.66,0.48,-0.47
001,54,1.57,2.55,2.49,0.43,-0.46
001,55,1.45,2.27,2.21,0.38,-0.45
001,56,1.18,1.72,2.06,0.25,-0.43
001,57,1.18,1.43,1.81,0.18,-0.4
001,58,0.98,1.21,1.37,0.19,-0.38
001,59,1.09,1.02,1.19,0.17,-0.36
001,60,1.0,0.85,1.05,0.12,-0.34
001,61,1.06,0.77,0.95,0.08,-0.3
001,62,1.09,0.7,0.85,0.08,-0.3
001,63,1.03,0.65,0.77,0.08,-0.28
001,64,1.06,0.7,0.73,0.08,-0.28
001,65,1.08,0.72,0.74,0.1,-0.28
001,66,1.21,0.74,0.8,0.1,-0.3
001,67,1.25,0.82,0.81,0.21,-0.32
001,68,1.04,0.86,0.77,0.24,-0.33
001,69,0.98,1.17,0.86,0.28,-0.34
001,70,1.03,1.26,0.97,0.26,-0.36
001,71,1.0,1.41,1.12,0.2,-0.38
001,72,1.04,1.45,1.46,0.22,-0.4
001,73,0.94,1.79,1.87,0.35,-0.44
001,74,1.05,1.89,2.23,0.45,-0.44
001,75,1.15,2.29,2.63,0.49,-0.46
001,76,1.25,2.51,2.72,0.51,-0.47
001,77,1.36,2.55,2.8,0.56,-0.47
001,78,1.38,2.66,2.72,0.54,-0.47
001,79,1.44,2.7,2.47,0.53,-0.47
001,80,1.6,2.77,2.55,0.49,-0.48
001,81,1.54,2.57,2.68,0.44,-0.47
001,82,1.45,2.2,2.35,0.38,-0.46
001,83,1.33,1.81,1.99,0.28,-0.44
001,84,1.19,1.43,1.72,0.21,-0.41
001,85,1.04,1.0,1.24,0.19,-0.36
001,86,1.1,0.82,1.12,0.19,-0.33
001,87,0.97,0.67,0.96,0.13,-0.3
001,88,1.0,0.63,0.87,0.07,-0.28
001,89,1.02,0.64,0.77,0.08,-0.29
001,90,1.06,0.63,0.75,0.08,-0.29
001,91,1.06,0.59,0.67,0.12,-0.29
001,92,1.11,0.66,0.71,0.1,-0.29
001,93,1.11,0.71,0.73,0.12,-0.31
001,94,1.19,0.88,0.78,0.22,-0.33
001,95,1.19,0.91,0.79,0.23,-0.34
001,96,1.0,0.96,0.83,0.25,-0.35
001,97,0.99,1.16,1.01,0.24,-0.35
001,98,0.97,1.3,1.19,0.27,-0.39
001,99,1.0,1.47,1.55,0.24,-0.41
001,100,1.06,1.66,1.93,0.32,-0.43
001,101,1.1,1.94,2.23,0.4,-0.45
001,102,1.21,2.19,2.62,0.46,-0.47
001,103,1.18,2.44,2.69,0.51,-0.47
001,104,1.35,2.45,2.79,0.54,-0.47
001,105,1.36,2.57,2.59,0.51,-0.48
001,106,1.43,2.54,2.63,0.51,-0.48
001,107,1.57,2.59,2.5,0.49,-0.47
001,108,1.54,2.64,2.42,0.42,-0.46
001,109,1.34,2.04,2.18,0.34,-0.44
001,110,1.21,1.52,1.88,0.23,-0.41
001,111,1.03,1.26,1.53,0.23,-0.39
001,112,1.1,1.04,1.26,0.2,-0.37
001,113,0.84,0.79,0.94,0.21,-0.34
001,114,0.78,0.69,0.81,0.15,-0.31
001,115,0.93,0.73,0.8,0.13,-0.32
001,116,1.04,0.63,0.76,0.2,-0.31
001,117,0.97,0.55,0.66,0.08,-0.29
001,118,0.97,0.64,0.65,0.07,-0.29
001,119,0.99,0.67,0.66,0.04,-0.3
001,120,1.03,0.81,0.68,0.16,-0.33
001,121,1.06,0.84,0.73,0.2,-0.34
001,122,0.89,0.9,0.8,0.27,-0.33
001,123,1.0,1.1,0.94,0.28,-0.34
001,124,1.04,1.13,1.12,0.22,-0.36
001,125,0.94,1.29,1.38,0.2,-0.38
001,126,1.03,1.57,1.73,0.29,-0.4
001,127,1.22,1.76,2.07,0.35,-0.43
001,128,1.13,2.05,2.39,0.37,-0.45
001,129,1.38,2.34,2.79,0.45,-0.46
001,130,1.24,2.39,2.93,0.49,-0.46
001,131,1.42,2.52,2.63,0.57,-0.47
001,132,1.45,2.58,2.38,0.56,-0.46
001,133,1.52,2.47,2.54,0.51,-0.46
001,134,1.54,2.72,2.66,0.46,-0.48
001,135,1.52,2.57,2.69,0.41,-0.47
